Clock,gx,gy,gz,,,,,
17070990,63.9,-2.08,-7.08,,,,,
17077854,65.43,2.08,-11.54,,,,,
17083732,64.58,4.88,-13.12,,,,,
17089615,62.13,7.93,-13.49,,,,,
17096772,59.33,10.68,-12.7,,,,,
17102659,55.48,14.89,-10.8,,,,,
17108565,52.8,16.91,-10.93,,,,,
17114463,48.46,18.55,-11.72,,,,,
17120669,43.21,19.78,-12.88,,,,,
17126518,38.09,20.39,-13.85,,,,,
17134596,31.8,19.59,-15.26,,,,,
17140438,30.58,18.25,-16.97,,,,,
17146293,29.54,16.3,-20.26,,,,,
17152172,27.83,13.98,-24.84,,,,,
17158033,22.52,9.46,-34.42,,,,,
17165158,19.9,7.51,-38.09,,,,,
17171046,18.07,5.8,-40.71,,,,,
17177238,17.46,4.64,-42.24,,,,,
17183121,21.36,3.48,-42.36,,,,,
17189991,24.84,2.75,-41.63,,,,,
17195877,28.02,1.71,-40.83,,,,,
17203036,31.01,-0.73,-39.98,,,,,
17208926,30.27,-1.77,-40.1,,,,,
17214836,28.32,-2.5,-40.77,,,,,
17220774,25.7,-2.93,-41.99,,,,,
17226693,22.95,-2.87,-43.64,,,,,
17232960,17.15,-0.43,-46.88,,,,,
17241177,13.67,1.89,-48.71,,,,,
17247118,9.58,4.33,-51.21,,,,,
17253046,0.49,7.87,-59.08,,,,,
17258992,-4.52,8.67,-64.15,,,,,
17264903,-10.31,8.3,-68.79,,,,,
17272118,-16.78,6.47,-71.78,,,,,
17278072,-30.76,-1.65,-72.51,,,,,
17283992,-36.68,-6.71,-70.86,,,,,
17290232,-40.77,-11.66,-67.99,,,,,
17297147,-42.79,-16.17,-64.09,,,,,
17303087,-43.64,-22.09,-55.18,,,,,
17310347,-43.58,-22.22,-50.6,,,,,
17316311,-43.7,-20.14,-45.84,,,,,
17322281,-44.13,-16.3,-40.53,,,,,
17328253,-46.63,-6.77,-30.15,,,,,
17334220,-48.16,-3.3,-26.31,,,,,
17341484,-49.5,-1.04,-22.95,,,,,
17348767,-46.69,0,-15.93,,,,,
17354731,-42.24,-0.85,-12.39,,,,,
17360713,-37.72,-1.89,-9.52,,,,,
17366689,-33.75,-2.26,-7.2,,,,,
17374056,-26.37,-0.37,-2.81,,,,,
17380119,-23.13,1.46,-0.31,,,,,
17386189,-20.75,3.3,2.38,,,,,
17392254,-18.62,4.64,4.94,,,,,
17398321,-12.33,3.48,6.1,,,,,
17405692,-8.67,1.59,4.76,,,,,
17418321,0.98,-3.11,-0.12,,,,,
17424867,2.2,-4.39,0.18,,,,,
17430859,2.62,-5.13,1.46,,,,,
17436854,3.42,-5.68,2.81,,,,,
17442854,7.63,-7.57,3.36,,,,,
17448854,10.13,-8,2.87,,,,,
17457157,12.02,-7.45,2.56,,,,,
17463156,12.51,-4.09,4.33,,,,,
17469477,11.54,-1.95,5.49,,,,,
17475486,10.25,0.24,5.98,,,,,
17481489,9.03,2.14,5.68,,,,,
17488821,7.51,4.27,4.09,,,,,
17494830,7.14,4.58,3.23,,,,,
17500841,6.59,4.27,2.38,,,,,
17506857,5.8,3.54,1.83,,,,,
17513858,4.33,1.77,2.26,,,,,
17519870,4.27,0.98,3.17,,,,,
17536408,8.36,2.69,7.39,,,,,
17542596,10.31,5.86,10.13,,,,,
17548787,10.38,6.47,11.35,,,,,
17554985,10.38,6.1,12.63,,,,,
17561181,10.31,4.88,13.61,,,,,
17569170,8.85,3.11,13.92,,,,,
17575365,6.96,4.09,13.43,,,,,
17581567,4.76,5.86,12.57,,,,,
17587768,1.46,9.4,9.22,,,,,
17593932,0.12,11.54,7.45,,,,,
17600141,-1.1,14.1,5.92,,,,,
17607164,-2.08,16.24,4.15,,,,,
17613376,-1.89,18.92,-0.55,,,,,
17620567,-1.22,20.87,-2.99,,,,,
17626777,-0.98,23.74,-5.13,,,,,
17632588,-2.2,30.03,-8,,,,,
17638397,-3.11,32.17,-8.3,,,,,
17645433,-3.91,33.02,-8.42,,,,,
17651565,-4.64,32.84,-9.03,,,,,
17657380,-6.35,30.94,-10.99,,,,,
17663200,-7.63,30.27,-10.93,,,,,
17669023,-9.16,29.97,-10.38,,,,,
17677061,-10.86,29.66,-10.13,,,,,
17682882,-14.28,28.44,-12.02,,,,,
17688716,-15.69,27.1,-13.79,,,,,
17694549,-16.66,25.02,-15.87,,,,,
17700378,-17.4,22.34,-17.7,,,,,
17707769,-18.49,17.09,-19.47,,,,,
17713608,-19.41,15.44,-18.98,,,,,
17719451,-21.18,15.01,-17.33,,,,,
17725292,-23.93,16.05,-15.01,,,,,
17732120,-27.4,18.01,-12.76,,,,,
17737968,-33.81,20.08,-11.47,,,,,
17745054,-34.36,18.8,-12.15,,,,,
17750902,-32.47,16.48,-12.45,,,,,
17756752,-28.5,13.92,-11.9,,,,,
17762957,-18.25,10.19,-8.61,,,,,
17768810,-13.06,9.09,-6.23,,,,,
17775917,-8.67,8.48,-3.48,,,,,
17781770,-5.13,8.12,0,,,,,
17788601,0.12,8.36,9.16,,,,,
17794449,2.32,8.12,13.85,,,,,
17800305,4.46,6.96,17.4,,,,,
17806167,6.47,5.25,19.17,,,,,
17813285,8.85,1.46,18.62,,,,,
17819489,8.85,-0.43,17.27,,,,,
17825355,8.42,-2.2,15.5,,,,,
17831223,8,-3.72,13.12,,,,,
17837095,7.87,-4.88,10.44,,,,,
17845209,7.26,-4.58,5.74,,,,,
17851074,6.41,-2.87,4.39,,,,,
17856953,5.62,-0.98,3.42,,,,,
17862832,4.94,1.77,1.95,,,,,
17868718,4.64,2.26,1.22,,,,,
17874950,4.03,1.95,-0.18,,,,,
17882099,3.23,0.67,-2.08,,,,,
17887983,4.94,-3.3,-4.52,,,,,
17893869,8,-5.68,-4.15,,,,,
17900746,11.84,-8.48,-2.99,,,,,
17906640,16.05,-11.41,-1.71,,,,,
17912537,25.33,-16.05,0.37,,,,,
17919703,29.91,-18.13,1.34,,,,,
17925602,33.81,-19.9,2.38,,,,,
17931821,36.13,-20.87,3.66,,,,,
17937728,32.29,-18.98,8.48,,,,,
17943635,24.05,-16.42,12.57,,,,,
17951801,11.78,-12.45,17.52,,,,,
17957711,-14.28,-3.85,25.57,,,,,
17963627,-21.18,-2.38,26.55,,,,,
17969542,-22.71,-2.93,25.33,,,,,
17975453,-20.14,-3.72,22.46,,,,,
17981366,-14.83,-3.36,18.74,,,,,
17988924,-1.46,1.4,12.08,,,,,
17994849,4.15,4.82,9.52,,,,,
18000771,7.81,8.3,7.45,,,,,
18007676,8.85,14.4,4.64,,,,,
18013597,7.51,16.72,4.39,,,,,
18020804,6.41,18.19,4.46,,,,,
18026738,5.49,19.04,4.09,,,,,
18032675,1.46,19.04,-0.98,,,,,
18038609,-1.28,18.37,-4.82,,,,,
18044868,-3.42,17.82,-8.06,,,,,
18050808,-4.64,17.94,-10.38,,,,,
18059025,-5.62,19.47,-13.79,,,,,
18064965,-5.07,19.9,-15.14,,,,,
18070906,-3.54,19.29,-15.99,,,,,
18076854,-0.79,17.46,-16.24,,,,,
18082801,5.62,12.57,-13.31,,,,,
18090052,8.24,10.68,-9.83,,,,,
18096002,10.01,8.67,-5.49,,,,,
18102269,10.8,5.8,-1.28,,,,,
18108224,10.5,-2.2,6.1,,,,,
18115163,10.38,-5.62,9.46,,,,,
18121120,10.99,-7.81,12.33,,,,,
18128377,13.67,-8.73,14.95,,,,,
18134333,14.65,-7.87,15.08,,,,,
18140293,14.47,-6.47,15.75,,,,,
18146259,13.43,-4.52,16.97,,,,,
18152231,12.39,-1.95,17.94,,,,,
18159824,12.02,2.87,16.97,,,,,
18166780,11.72,4.03,16.42,,,,,
18172754,9.22,4.88,18.49,,,,,
18178732,7.39,5.55,21.55,,,,,
18184716,5.74,7.08,25.88,,,,,
18190697,4.64,9.22,30.27,,,,,
18198039,7.14,12.82,20.02,,,,,
18204058,10.74,10.93,5.68,,,,,
18210072,14.22,6.53,-5.92,,,,,
18216417,16.05,2.44,-9.52,,,,,
18223416,14.95,1.1,-1.95,,,,,
18229432,13.12,2.44,1.04,,,,,
18236760,11.11,4.46,1.04,,,,,
18242721,5.19,8.18,-3.97,,,,,
18248687,1.22,8.06,-7.02,,,,,
18254653,-2.26,6.41,-9.89,,,,,
18260624,-4.7,3.42,-12.33,,,,,
18267896,-6.04,-4.39,-14.04,,,,,
18275178,-5.37,-7.51,-12.82,,,,,
18281144,-3.78,-9.4,-10.25,,,,,
18287122,-1.59,-10.44,-6.77,,,,,
18293104,2.2,-10.31,0.12,,,,,
18299082,2.75,-9.4,2.56,,,,,
18306364,2.2,-8.24,4.33,,,,,
18312342,-0.79,-5.8,5.37,,,,,
18318318,-2.99,-5.13,4.58,,,,,
18324297,-5.31,-5.13,3.42,,,,,
18331598,-7.08,-5.68,2.56,,,,,
18346142,-7.51,-8.54,4.21,,,,,
18352300,-6.77,-9.28,4.94,,,,,
18358457,-4.03,-9.03,5.86,,,,,
18364619,-2.26,-8.18,6.16,,,,,
18370782,-0.67,-7.26,6.35,,,,,
18376951,0.18,-6.65,6.59,,,,,
18384897,-1.1,-7.63,8.06,,,,,
18391058,-2.81,-9.16,8.85,,,,,
18397149,-4.52,-11.11,9.22,,,,,
18403325,-7.45,-14.53,9.03,,,,,
18409500,-9.64,-16.17,8.67,,,,,
18416477,-12.7,-18.25,8.24,,,,,
18422662,-19.23,-22.77,8.12,,,,,
18428831,-21.67,-24.35,7.87,,,,,
18435989,-23.19,-25.02,7.08,,,,,
18442159,-23.74,-24.72,6.41,,,,,
18448351,-21.48,-22.89,6.29,,,,,
18455669,-19.41,-21.85,6.41,,,,,
18461860,-16.91,-20.57,6.47,,,,,
18468056,-11.17,-16.66,7.39,,,,,
18474251,-9.22,-14.53,8.06,,,,,
18480444,-8.73,-12.39,8.85,,,,,
18488434,-12.76,-9.34,9.46,,,,,
18494628,-18.13,-10.38,7.81,,,,,
18500831,-24.78,-12.94,5.13,,,,,
18507029,-30.21,-15.08,2.69,,,,,
18513150,-31.86,-13.12,0.73,,,,,
18519347,-29.3,-10.25,-0.12,,,,,
18526453,-26.37,-7.32,-1.59,,,,,
18532325,-23.25,-2.01,-4.09,,,,,
18538212,-22.77,0.85,-4.09,,,,,
18545089,-22.22,3.42,-3.42,,,,,
18550981,-21.48,5,-2.93,,,,,
18563003,-20.14,9.4,-4.33,,,,,
18569374,-20.32,13.67,-6.1,,,,,
18575527,-20.69,18.37,-8,,,,,
18581348,-20.45,22.64,-9.22,,,,,
18587173,-18.68,26.61,-8.18,,,,,
18592999,-11.6,33.51,-3.3,,,,,
18601046,-9.52,33.14,-4.58,,,,,
18606870,-9.95,28.99,-9.16,,,,,
18612701,-14.89,18.86,-19.41,,,,,
18618536,-17.27,16.78,-22.28,,,,,
18624373,-18.49,16.48,-23.38,,,,,
18631772,-18.43,17.03,-22.71,,,,,
18637611,-16.54,21.3,-18.25,,,,,
18643451,-15.63,24.23,-15.99,,,,,
18649290,-14.77,25.57,-14.04,,,,,
18656117,-13.67,23.93,-11.54,,,,,
18663204,-9.28,13.49,-3.72,,,,,
18669051,-5.68,7.81,0.98,,,,,
18674897,-1.46,2.38,5.62,,,,,
18680749,3.17,-3.72,10.25,,,,,
18686956,7.75,-10.86,14.89,,,,,
18692816,14.89,-22.16,22.4,,,,,
18699928,17.46,-22.52,24.05,,,,,
18705793,19.84,-18.86,24.35,,,,,
18712641,25.51,-3.91,22.83,,,,,
18718498,29.24,5.62,20.94,,,,,
18724359,34.61,17.27,18.43,,,,,
18735180,53.59,48.89,15.5,,,,,
18742296,72.27,77.45,12.57,,,,,
18748502,74.34,82.28,7.87,,,,,
18754375,71.17,80.26,2.14,,,,,
18760320,64.27,74.04,-2.62,,,,,
18767322,43.7,60.24,-5.31,,,,,
18774686,32.41,54.26,-2.81,,,,,
18780720,22.58,47.49,2.69,,,,,
18786757,14.77,39.31,10.13,,,,,
18792800,4.7,22.34,23.5,,,,,
18798840,0,13.55,27.34,,,,,
18805206,-5.49,4.27,29.91,,,,,
18812580,-14.04,-10.19,35.03,,,,,
18819608,-15.5,-14.47,36.87,,,,,
18825658,-15.5,-18.49,36.44,,,,,
18831715,-13.98,-22.46,33.63,,,,,
18837777,-7.81,-26.86,26.18,,,,,
18845186,-4.64,-26.37,23.62,,,,,
18851242,-1.71,-24.29,22.77,,,,,
18857298,0.92,-18.98,24.23,,,,,
18863674,0,-16.36,23.86,,,,,
18870720,-1.77,-14.71,21.97,,,,,
18876769,-3.17,-13.79,18.98,,,,,
18884176,-5.62,-9.22,9.52,,,,,
18890224,-7.39,-4.46,4.64,,,,,
18896279,-9.03,-0.06,1.46,,,,,
18902325,-12.7,-2.38,-0.43,,,,,
18908375,-15.5,-8.48,-0.55,,,,,
18915785,-18.74,-14.34,-0.55,,,,,
18923160,-22.03,-20.14,-0.06,,,,,
18929219,-22.16,-20.57,0.24,,,,,
18935280,-21.97,-20.32,0.49,,,,,
18941345,-21.67,-19.84,0.55,,,,,
18947415,-20.14,-18.62,0.49,,,,,
18954855,-18.74,-17.76,0.55,,,,,
18960932,-16.72,-16.72,0.61,,,,,
18967010,-14.65,-15.38,0.67,,,,,
18973094,-12.15,-13.24,0.55,,,,,
18980487,-11.9,-12.88,0.55,,,,,
18987931,-12.33,-13.31,0.73,,,,,
18994033,-12.45,-13.61,0.85,,,,,
19000114,-12.02,-13.43,0.92,,,,,
19006203,-10.93,-12.57,0.85,,,,,
19012285,-8.18,-10.13,0.61,,,,,
19018376,-7.32,-9.16,0.43,,,,,
19025837,-7.08,-8.42,0.24,,,,,
19032909,-6.71,-6.59,-0.24,,,,,
19039316,-5.37,-4.82,-0.49,,,,,
19045480,-3.42,-2.81,-0.67,,,,,
19051731,-1.77,-1.04,-0.85,,,,,
19057959,-0.49,0.49,-0.79,,,,,
19065662,-0.55,0.55,-0.55,,,,,
19071939,-0.61,0.24,-0.37,,,,,
19078193,-0.55,-0.73,0,,,,,
19085408,-0.43,-0.85,0.12,,,,,
19091641,-0.24,-0.61,0.24,,,,,
19099657,0.37,0.24,0.61,,,,,
19105906,0.61,0.49,0.85,,,,,
19112153,0.85,0.61,1.04,,,,,
19118403,1.04,0.61,0.79,,,,,
19124654,1.16,0.67,0.61,,,,,
19130911,1.53,0.73,0.43,,,,,
19139601,4.27,1.1,0.06,,,,,
19145857,9.16,0.85,-0.24,,,,,
19152124,17.94,0.18,-0.67,,,,,
19167133,45.53,-1.95,-2.62,,,,,
19173161,56.52,-2.87,-3.36,,,,,
19179194,56.09,-5.43,-3.17,,,,,
19186560,49.74,-9.77,-2.75,,,,,
19193588,31.37,-19.96,-1.77,,,,,
19199625,24.66,-23.38,-1.46,,,,,
19205668,20.39,-24.78,-1.22,,,,,
19211709,18.49,-24.6,-1.1,,,,,
19219102,18.25,-21.73,-1.1,,,,,
19225458,17.76,-19.17,-1.04,,,,,
19241407,10.38,-7.87,-0.61,,,,,
19248074,4.7,-1.71,-0.24,,,,,
19254150,2.62,0.37,-0.12,,,,,
19260237,1.59,2.14,-0.12,,,,,
19267082,1.83,3.91,-0.24,,,,,
19273169,4.82,10.07,-0.37,,,,,
19279262,6.23,15.01,-0.43,,,,,
19285356,6.35,20.39,-0.43,,,,,
19291352,4.7,25.33,-0.43,,,,,
19297445,-2.87,33.02,-0.12,,,,,
19305291,-8,36.44,0.12,,,,,
19311386,-13.49,39.67,0.43,,,,,
19317489,-19.59,45.29,0.98,,,,,
19323598,-19.53,46.45,1.22,,,,,
19329709,-18.62,45.29,1.28,,,,,
19336599,-17.76,41.75,1.16,,,,,
19342732,-15.32,32.1,0.67,,,,,
19348786,-13.37,28.08,0.49,,,,,
19354928,-10.93,25.02,0.37,,,,,
19361650,-9.03,23.25,0.31,,,,,
19367782,-7.87,23.25,0.43,,,,,
19374699,-7.93,23.74,0.55,,,,,
19380811,-8.42,23.62,0.55,,,,,
19386956,-9.64,22.89,0.55,,,,,
19393070,-10.99,19.53,0.49,,,,,
19399180,-9.95,16.54,0.43,,,,,
19406405,-8,12.76,0.43,,,,,
19413099,-3.66,5.55,0.24,,,,,
19419244,-1.95,2.99,0.12,,,,,
19425390,-0.67,1.16,-0.06,,,,,
19431545,0.12,-0.12,-0.06,,,,,
19437699,0.55,-1.34,0,,,,,
19444646,0.37,-1.4,0,,,,,
19450803,0.12,-1.22,0,,,,,
19456967,-0.06,-1.16,0.06,,,,,
19463036,0,-0.73,0,,,,,
19469775,0.12,-0.49,0,,,,,
19475941,0.18,-0.31,0,,,,,
19482910,0.18,-0.12,0.06,,,,,
19489085,0.18,0.06,0.06,,,,,
19495255,0.18,0.31,0.06,,,,,
19501430,0.18,0.49,0.18,,,,,
19507604,0.18,0.43,0.18,,,,,
19513783,0.12,0.06,0.12,,,,,
19522123,0.12,-0.24,0.06,,,,,
19528266,0.12,-0.67,-0.06,,,,,
19534455,0.18,-0.73,-0.06,,,,,
19540642,0.18,-0.43,-0.12,,,,,
19546833,0.18,0,-0.12,,,,,
19553834,0,0.85,-0.18,,,,,
19560012,-0.12,1.04,-0.12,,,,,
19566209,-0.24,1.04,-0.06,,,,,
19573389,-0.12,0.67,0.06,,,,,
19579483,0,0.18,0.12,,,,,
19585642,0.18,-0.31,0.06,,,,,
19592723,0.43,-1.28,0,,,,,
19598626,0.43,-1.53,0,,,,,
19604541,0.37,-1.59,0,,,,,
19610454,0.37,-1.4,0.06,,,,,
19616367,0.43,-1.1,0.06,,,,,
19622276,0.24,-0.37,0.06,,,,,
19630447,0.12,0.06,0.06,,,,,
19636684,-0.06,0.49,0.06,,,,,
19642606,-0.24,0.85,0,,,,,
19648519,-0.24,0.67,0,,,,,
19654431,-0.24,0.37,0.06,,,,,
19661653,-0.18,0.06,0.06,,,,,
19667585,-0.06,-0.18,0.06,,,,,
19673485,0,-0.37,0.06,,,,,
19679420,0.12,-0.61,0.12,,,,,
19686324,0.12,-0.85,0.12,,,,,
19692560,0.18,-0.92,-0.06,,,,,
19699854,0.12,-0.67,-0.12,,,,,
19705884,0.06,-0.43,-0.06,,,,,
19711878,0.06,-0.31,0,,,,,
19717869,0.06,-0.31,0.06,,,,,
19723867,0.06,-0.37,0.06,,,,,
19729854,0.12,-0.24,0.06,,,,,
19743240,0.06,0.31,0,,,,,
19749682,0,0.49,0,,,,,
19755965,-0.06,0.61,0.06,,,,,
19761888,0,0.67,0.18,,,,,
19767817,0.12,0.61,0.31,,,,,
19773752,0.18,0.31,0.31,,,,,
19780968,0.18,0,0.31,,,,,
19786902,0.18,-0.18,0.24,,,,,
19792835,0.06,-0.24,0.06,,,,,
19799758,0,-0.37,0,,,,,
19805614,0,-0.37,0,,,,,
19813135,0,-0.43,0,,,,,
19819016,-0.06,-0.37,0,,,,,
19824879,-0.12,-0.24,-0.12,,,,,
19830745,-0.12,0,-0.18,,,,,
19836658,-0.18,0.12,-0.12,,,,,
19842564,0,0.12,0.06,,,,,
19849696,0.12,0.06,0.12,,,,,
19856544,0.24,0,0.12,,,,,
19862410,0.55,-0.31,0.06,,,,,
19868632,0.55,-0.49,0.06,,,,,
19874490,0.43,-0.67,0.06,,,,,
19880357,0.37,-0.67,0.06,,,,,
19887453,0.37,-0.37,0.06,,,,,
19893333,0.31,-0.18,0.12,,,,,
19899215,0.24,0,0.12,,,,,
19905098,0.12,0.12,0.12,,,,,
19911952,0.12,0.12,0,,,,,
19919104,0.24,0.24,-0.06,,,,,
19925314,0.18,0.31,0,,,,,
19931193,0.12,0.37,0.06,,,,,
19937084,0,0.37,0.12,,,,,
19942979,0,0.49,0.06,,,,,
19948880,0,0.61,0.06,,,,,
19956048,0.12,0.73,0,,,,,
19961945,0.12,0.73,0.06,,,,,
19968832,-0.06,0.43,0.06,,,,,
19974732,0,0.31,0,,,,,
19980972,0.12,0.24,0.06,,,,,
19986878,0.12,0.24,0.12,,,,,
19994064,0.06,0.31,0.18,,,,,
19999974,0.12,0.43,0.12,,,,,
20005883,0.18,0.49,0.06,,,,,
20011799,0.18,0.43,0,,,,,
20017716,0.06,0.18,-0.06,,,,,
20024625,0,0.06,-0.06,,,,,
20031807,0,-0.06,0,,,,,
20049141,0.24,-0.55,0,,,,,
20055241,0.31,-0.61,0,,,,,
20061333,0.37,-0.67,0,,,,,
20067428,0.49,-0.61,-0.06,,,,,
20074284,0.43,-0.61,-0.12,,,,,
20080947,0.37,-0.61,-0.06,,,,,
20087046,0.31,-0.73,0,,,,,
20093145,0.31,-0.98,0.06,,,,,
20099253,0.24,-0.98,0.06,,,,,
20105271,0.24,-0.79,0.06,,,,,
20112144,0.18,-0.61,0.12,,,,,
20118241,0.24,-0.24,0.06,,,,,
20124339,0.24,0,0.06,,,,,
20130449,0.12,0.31,0.12,,,,,
20137140,0.06,0.61,0.06,,,,,
20143242,-0.06,1.16,0,,,,,
20150133,-0.06,1.28,0,,,,,
20156244,-0.06,1.34,-0.06,,,,,
20162242,-0.18,1.4,0.06,,,,,
20168320,-0.18,1.22,0.12,,,,,
20174445,-0.12,0.92,0.12,,,,,
20180572,-0.06,0.61,0.12,,,,,
20188466,0.06,0.06,0.06,,,,,
20194588,0.18,-0.06,0.06,,,,,
20200712,0.31,-0.31,0.06,,,,,
20206854,0.37,-0.61,0.06,,,,,
20212995,0.49,-0.85,-0.06,,,,,
20220228,0.43,-0.92,-0.06,,,,,
20226369,0.31,-0.98,0.06,,,,,
20232498,0.06,-0.92,0.12,,,,,
20239633,0.06,-0.67,0.06,,,,,
20245774,0.12,-0.37,0,,,,,
20251924,0.18,0.12,-0.06,,,,,
20258858,0.12,0.67,-0.06,,,,,
20264983,0,0.67,0,,,,,
20271105,-0.06,0.61,0.06,,,,,
20277174,0,0.43,0.06,,,,,
20283333,0.06,0.24,-0.06,,,,,
20289485,0.06,0.18,-0.12,,,,,
20297525,0.31,0.37,-0.06,,,,,
20303443,0.31,0.43,-0.06,,,,,
20309406,0.31,0.49,-0.12,,,,,
20315370,0.24,0.43,-0.12,,,,,
20321336,0.24,0.43,-0.18,,,,,
20328600,0.06,0.31,-0.18,,,,,
20334896,0,0.31,-0.18,,,,,
20340868,-0.06,0.18,-0.12,,,,,
20346809,-0.06,0.06,-0.12,,,,,
20353771,0.06,-0.18,0.06,,,,,
20359748,0.06,-0.31,0.12,,,,,
20367049,0.12,-0.37,0.12,,,,,
20373033,0.18,-0.43,0.12,,,,,
20379006,0.31,-0.24,0.06,,,,,
20384997,0.37,0.06,0.06,,,,,
20391304,0.37,0.37,0,,,,,
20397294,0.24,0.61,0,,,,,
20405587,0.12,0.67,0,,,,,
20411575,0.06,0.61,0,,,,,
20417569,0.24,0.49,0.06,,,,,
20423564,0.31,0.24,0.06,,,,,
20429562,0.24,-0.12,0,,,,,
20436885,0.24,-0.43,-0.06,,,,,
20442890,0.18,-0.61,-0.06,,,,,
20449227,0.18,-0.61,-0.06,,,,,
20455223,0.12,-0.55,-0.06,,,,,
20462213,0.06,-0.43,-0.06,,,,,
20468173,0.12,-0.37,0,,,,,
20475505,0.18,-0.37,0.06,,,,,
20481504,0.12,-0.37,0.12,,,,,
20487519,0,-0.31,0,,,,,
20493534,-0.06,-0.12,-0.06,,,,,
20499551,0,-0.06,-0.06,,,,,
20505904,0.06,0,-0.06,,,,,
20514235,0.12,0.06,0.06,,,,,
20520226,0.18,0.24,0.12,,,,,
20526245,0.18,0.37,0.18,,,,,
20532279,0.24,0.67,0.24,,,,,
20538298,0.24,0.85,0.18,,,,,
20544333,0.18,0.92,0.06,,,,,
20551713,0.18,0.98,-0.06,,,,,
20557758,0.12,1.22,-0.06,,,,,
20564160,0,1.28,0.06,,,,,
20571189,-0.06,1.34,0.12,,,,,
20577194,0,1.22,0.12,,,,,
20584561,0,1.1,0.06,,,,,
20590613,-0.06,0.98,0,,,,,
20596638,-0.06,0.73,0,,,,,
20602682,-0.12,0.12,0.12,,,,,
20608742,-0.06,0,0.12,,,,,
20614809,0,-0.12,0,,,,,
20623529,0.06,-0.43,-0.18,,,,,
20629566,0,-0.61,-0.18,,,,,
20635637,0,-0.61,-0.12,,,,,
20641705,0,-0.49,0,,,,,
20647772,-0.06,0.12,0.06,,,,,
20653840,-0.06,0.49,0,,,,,
20661274,-0.06,0.79,0.06,,,,,
20667344,-0.06,1.04,0.06,,,,,
20673412,-0.12,0.85,0.06,,,,,
20680787,-0.18,0.67,0.06,,,,,
20686862,-0.24,0.49,0,,,,,
20694304,-0.12,0.06,-0.06,,,,,
20700387,-0.06,-0.31,-0.06,,,,,
20706451,0,-0.61,-0.06,,,,,
20712531,0.18,-0.49,-0.06,,,,,
20718617,0.18,-0.18,-0.06,,,,,
20724670,0.18,0.06,0,,,,,
20737162,0,0.37,-0.12,,,,,
20743550,0,0.31,-0.18,,,,,
20749555,0.06,0.18,-0.12,,,,,
20755563,0.06,0,0,,,,,
20761628,0.06,-0.18,0.06,,,,,
20767680,0.18,-0.24,0.06,,,,,
20775098,0.24,0.12,0.06,,,,,
20781147,0.24,0.49,0.12,,,,,
20788197,0,1.1,0.31,,,,,
20794223,-0.61,1.46,0.31,,,,,
20800599,-1.46,2.01,0.37,,,,,
20806641,-2.2,2.44,0.31,,,,,
20814064,-2.14,2.5,0.18,,,,,
20820130,-1.65,2.2,0.12,,,,,
20826170,-1.22,1.89,0.06,,,,,
20832210,-1.1,1.83,-0.06,,,,,
20839254,-1.22,2.08,0,,,,,
20846600,-1.4,2.32,-0.06,,,,,
20852558,-1.46,2.56,0,,,,,
20858877,-1.53,2.5,0.06,,,,,
20873796,-1.22,1.46,0.06,,,,,
20879989,-0.79,0.73,0.12,,,,,
20886167,-0.43,0,0.18,,,,,
20894226,0.06,-0.37,0.06,,,,,
20900051,0.12,-0.12,0,,,,,
20905883,0.12,0.24,0,,,,,
20911749,0.12,0.49,0,,,,,
20917626,0.06,0.67,0.06,,,,,
20923828,-0.06,0.61,0.12,,,,,
20935774,-0.24,0.67,0.06,,,,,
20942133,-0.37,0.67,0.06,,,,,
20948919,-0.37,0.67,0.06,,,,,
20955095,-0.24,0.49,0.06,,,,,
20961303,-0.06,0.18,0.06,,,,,
20967112,0.12,-0.24,0.06,,,,,
20974142,0.31,-1.04,-0.06,,,,,
20979953,0.24,-1.22,-0.12,,,,,
20986056,0.18,-1.4,-0.06,,,,,
20991869,0.12,-1.4,0,,,,,
20998057,0.24,-1.1,0.06,,,,,
21006079,0.24,-0.92,0.06,,,,,
21011892,0.24,-0.67,0.12,,,,,
21018087,0.06,0.06,0.06,,,,,
21023906,0.06,0.31,0.06,,,,,
21029735,0.06,0.43,0,,,,,
21035561,0,0.43,-0.06,,,,,
21042978,0,0.43,-0.12,,,,,
21048809,0,0.37,-0.06,,,,,
21055018,0,0.31,0,,,,,
21061762,-0.06,0.06,0.06,,,,,
21067962,0.12,-0.18,0.06,,,,,
21074167,0.18,-0.12,0.06,,,,,
21081209,0.24,-0.12,0.06,,,,,
21087386,0.12,-0.31,0.06,,,,,
21093593,0.06,-0.31,0.06,,,,,
21099734,0.06,-0.18,0.06,,,,,
21105916,0.06,0,0.06,,,,,
21113109,0.06,0.18,0.12,,,,,
21120128,0.12,0.24,0.12,,,,,
21126313,0.24,0.18,0.06,,,,,
21132456,0.24,0.18,0,,,,,
21138567,0.12,0.31,0.06,,,,,
21144669,0,0.49,0.12,,,,,
21151615,-0.12,0.61,0.06,,,,,
21157809,-0.06,0.55,0.12,,,,,
21164623,0.06,0.49,0.06,,,,,
21170477,0.12,0.37,0.06,,,,,
21176338,0.12,0.18,0.06,,,,,
21182178,0.06,-0.12,0.06,,,,,
21189269,0.12,-0.24,0.06,,,,,
21195147,0.12,-0.24,0.12,,,,,
21201026,0.12,-0.37,0.12,,,,,
21206874,0.12,-0.49,0.12,,,,,
21213084,0.12,-0.67,0.06,,,,,
21219920,0.12,-0.73,0.06,,,,,
